time (seconds),weight (kg)
0.0,0.0
0.0,0.0
0.000524044036865,-0.083
0.000800132751465,-0.083
0.0010621547699,-0.083
0.236038208008,-0.055
0.236495018005,-0.083
0.236879110336,-0.083
0.237190008163,-0.083
0.438047170639,-0.111
0.438316106796,-0.083
0.438580989838,-0.083
0.438842058182,-0.083
0.647410154343,-0.055
0.647802114487,-0.083
0.648188114166,-0.083
1.02914309502,-0.055
1.02941918373,-0.083
1.02966403961,-0.111
1.02990698814,-0.083
1.030148983,-0.083
1.03039216995,-0.111
1.03063511848,-0.111
1.25694918633,-0.083
1.25721716881,-0.111
1.25747799873,-0.083
1.61306500435,-0.083
1.61331605911,-0.055
1.61356019974,-0.111
1.61380314827,-0.111
1.61404514313,-0.083
1.61428713799,-0.111
1.83262610435,-0.111
1.83289599419,-0.111
1.83316802979,-0.111
1.8334300518,-0.083
2.03825712204,-0.083
2.03852701187,0.333
2.03878903389,0.249
2.03905010223,0.249
2.27761697769,0.222
2.27792811394,0.249
2.27820301056,0.249
2.27847599983,0.249
2.47612118721,0.277
2.4763879776,0.249
2.4766831398,0.249
2.48083019257,0.249
2.70370101929,0.277
2.70406699181,0.277
2.70442700386,0.277
2.93893098831,0.249
2.93919920921,0.277
2.93946003914,0.277
2.93972015381,0.277
2.93997907639,0.305
3.15264821053,0.277
3.15291714668,0.305
3.15318012238,0.277
3.36454510689,0.277
3.36481308937,0.305
3.36507415771,0.305
3.36533212662,0.277
3.60004115105,0.277
3.60031199455,0.277
3.60057401657,0.277
3.60083413124,0.305
3.80772304535,0.333
3.80799198151,0.305
3.80825400352,0.333
3.80851411819,0.305
4.01688218117,0.277
4.01715016365,0.333
4.0174100399,0.305
4.0176692009,0.305
4.23394012451,0.305
4.23421001434,0.305
4.23447299004,0.305
4.23473310471,0.305
4.43537402153,0.305
4.43564319611,0.277
4.43590211868,0.305
4.63702011108,0.305
4.63729000092,0.36
4.63755297661,0.305
4.63781404495,0.277
4.83828401566,0.305
4.83855414391,0.277
4.8388171196,0.305
5.04163312912,0.305
5.04191303253,0.36
5.04217720032,0.305
5.04244017601,0.277
5.25050997734,0.333
5.25084614754,0.333
5.25117516518,0.36
5.25388216972,0.416
5.45779514313,0.416
5.45808005333,0.333
5.45834898949,0.36
5.66867208481,0.443
5.66901898384,0.637
5.66934919357,0.665
5.66967701912,0.748
5.88639807701,0.859
5.8867521286,0.998
5.88707709312,1.053
5.88741111755,1.136
6.10094308853,1.219
6.10121107101,1.413
6.10162901878,1.441
6.10206103325,1.524
6.32249307632,1.635
6.32276415825,1.746
6.32302713394,1.801
6.54534697533,1.912
6.54561805725,2.023
6.54588007927,2.079
6.54614114761,2.162
6.757417202,2.245
6.75768709183,2.383
6.75794911385,2.439
6.7582089901,2.467
6.98785614967,2.494
6.98846912384,2.633
6.98908400536,2.771
6.9896709919,2.799
7.23142504692,2.855
7.23169612885,2.965
7.23199605942,3.076
7.23225903511,3.049
7.23592209816,3.132
7.45451116562,3.242
7.45478105545,3.381
7.45504403114,3.409
7.67817902565,3.464
7.67845010757,3.575
7.67871212959,3.658
7.67897319794,3.714
7.91210412979,3.741
7.91238307953,3.824
7.91264820099,3.963
7.91290903091,3.991
7.9158949852,4.018
8.17720508575,4.102
8.17747807503,4.185
8.1777381897,4.268
8.17799711227,4.323
8.39567303658,4.406
8.39594316483,4.434
8.39620518684,4.517
8.39646601677,4.573
8.59635210037,4.628
8.5966231823,4.656
8.59688401222,4.739
8.80205798149,4.794
8.80233001709,4.878
8.80259418488,4.905
8.8028550148,4.933
9.00637316704,4.988
9.00664401054,5.044
9.00690698624,5.099
9.21387815475,5.238
9.21423006058,5.349
9.2145690918,5.487
9.21489906311,5.515
9.41742515564,5.543
9.41769719124,5.57
9.41796016693,5.654
9.62178611755,5.709
9.62205719948,5.848
9.62231898308,5.875
9.62258005142,5.958
9.83408617973,5.986
9.83435606956,6.014
9.83461713791,6.097
10.0446841717,6.18
10.0449531078,6.236
10.0452141762,6.236
10.0454730988,6.18
10.2576391697,6.208
10.2579321861,6.208
10.2582349777,6.236
10.4694590569,6.346
10.4697291851,6.457
10.4699921608,6.568
10.4702529907,6.651
10.6854960918,6.679
10.6857659817,6.734
10.6860280037,6.79
10.686289072,6.873
10.9014151096,6.901
10.9017701149,6.901
10.9020991325,6.873
11.1153311729,6.928
11.1156020164,7.012
11.1158649921,7.067
11.1161360741,7.206
11.3301320076,7.316
11.3304030895,7.372
11.3306660652,7.455
11.5326349735,7.483
11.5329060555,7.538
11.5331690311,7.594
11.5334291458,7.566
11.7610640526,7.594
11.7613329887,7.677
11.7615962029,7.732
11.7618560791,7.788
11.9926960468,7.871
11.9929680824,7.954
11.9932310581,7.982
11.9934930801,8.065
12.2288939953,8.092
12.2291660309,8.176
12.2294290066,8.259
12.2296900749,8.231
12.443614006,8.203
12.4438860416,8.231
12.4441502094,8.259
12.6592240334,8.37
12.6594941616,8.48
12.6597571373,8.536
12.6600182056,8.591
12.873100996,8.647
12.8733921051,8.674
12.8738641739,8.758
12.8742611408,8.813
13.0877130032,8.868
13.0879840851,8.813
13.0882461071,8.896
13.3052990437,8.896
13.3055701256,8.952
13.3058331013,9.035
13.3060941696,9.09
13.517925024,9.201
13.5181970596,9.256
13.5184590816,9.284
13.7359580994,9.395
13.7362291813,9.423
13.7364890575,9.367
13.7367491722,9.256
13.9542040825,9.312
13.9544770718,9.395
13.9547400475,9.506
13.9550011158,9.617
14.1714730263,9.7
14.1717441082,9.727
14.1720061302,9.783
14.3952581882,9.838
14.3956751823,9.921
14.3961791992,9.977
14.3965001106,10.005
14.6200840473,10.005
14.6203551292,10.005
14.6206171513,10.06
14.6208779812,10.199
14.8444499969,10.337
14.8447391987,10.365
14.8450021744,10.503
15.0633130074,10.503
15.063642025,10.614
15.0641570091,10.753
15.0645401478,10.781
15.283780098,10.836
15.284250021,10.891
15.2846190929,10.947
15.2850000858,11.058
15.5055711269,11.169
15.5058410168,11.224
15.5061039925,11.307
15.7305459976,11.39
15.7308189869,11.39
15.7311060429,11.418
15.7313871384,11.473
15.9567620754,11.557
15.9570350647,11.584
15.9572970867,11.723
16.1879620552,11.806
16.1882331371,11.945
16.1884942055,12.028
16.1887540817,12.111
16.4158680439,12.166
16.4161381721,12.277
16.4164001942,12.222
16.4166691303,12.305
16.6405181885,12.471
16.6407880783,12.61
16.641051054,12.693
16.8641819954,12.748
16.86445117,12.804
16.8647141457,12.915
16.8649749756,12.97
17.088116169,12.998
17.0884771347,13.025
17.0888020992,13.081
17.0890891552,13.136
17.3543691635,13.275
17.354842186,13.469
17.3553440571,13.469
17.3558089733,13.497
17.5934021473,13.607
17.5936741829,13.58
17.5939362049,13.635
17.5941970348,13.774
17.8193900585,13.801
17.8196611404,13.857
17.8199231625,13.968
18.0467112064,14.023
18.0469830036,14.106
18.0472471714,14.162
18.0475091934,14.245
18.2764861584,14.356
18.276758194,14.383
18.2770199776,14.383
18.2772810459,14.328
18.504652977,14.356
18.5049262047,14.383
18.505190134,14.522
18.5054521561,14.688
18.7332441807,14.688
18.7335150242,14.744
18.733779192,14.882
18.9640960693,14.938
18.9643671513,14.965
18.964630127,14.965
18.9648911953,14.965
19.1916100979,14.993
19.191879034,15.132
19.1921410561,15.215
19.1924011707,15.298
19.424695015,15.381
19.4249670506,15.409
19.4252290726,15.492
19.6608951092,15.575
19.6611661911,15.658
19.6614391804,15.686
19.6618330479,15.714
19.8971681595,15.686
19.8975381851,15.741
19.8978571892,15.88
19.8981630802,15.963
20.1320002079,16.046
20.1323540211,16.157
20.1326870918,16.157
20.1329801083,16.24
20.3683621883,16.351
20.3686351776,16.406
20.3689000607,16.434
20.3691630363,16.49
20.6017870903,16.573
20.6020581722,16.656
20.6023201942,16.767
20.8193750381,16.85
20.8196480274,16.878
20.8199110031,16.933
20.8201730251,17.016
21.0384290218,17.099
21.0387001038,17.044
21.0389621258,17.072
21.255573988,17.182
21.2558450699,17.321
21.2561070919,17.404
21.2563672066,17.515
21.4763600826,17.543
21.4766321182,17.598
21.4769341946,17.709
21.4771971703,17.709
21.6960802078,17.709
21.6963531971,17.764
21.6966161728,17.848
21.9126691818,17.986
21.912940979,18.069
21.9132041931,18.097
21.913465023,18.208
22.1298611164,18.319
22.1301321983,18.291
22.1303939819,18.236
22.3884751797,18.291
22.3888280392,18.291
22.3891661167,18.43
22.3894610405,18.596
22.6068701744,18.568
22.6072700024,18.596
22.6076111794,18.707
22.6079661846,18.79
22.8852920532,18.845
22.8856492043,18.845
22.8859159946,18.901
22.8861792088,18.928
23.11332798,19.039
23.1136391163,19.095
23.1139090061,19.15
23.1141741276,19.206
23.3361899853,19.261
23.3364601135,19.344
23.3367230892,19.4
23.3369832039,19.344
23.5566420555,19.372
23.557033062,19.4
23.5574891567,19.51
23.7850511074,19.621
23.7853331566,19.649
23.785597086,19.704
23.7858600616,19.843
24.0100409985,19.898
24.0104181767,19.871
24.0107550621,19.843
24.233823061,19.815
24.2340950966,19.871
24.2343571186,20.037
24.234618187,20.231
24.4586260319,20.286
24.4588961601,20.397
24.4591670036,20.37
24.4594299793,20.508
24.6733222008,20.619
24.673593998,20.647
24.6738710403,20.674
24.8887071609,20.868
24.888988018,20.952
24.8892521858,21.035
24.8895130157,21.201
25.0998001099,21.229
25.1000730991,21.146
25.1003351212,21.173
25.3111782074,21.173
25.3114590645,21.34
25.3117251396,21.533
25.5238480568,21.672
25.5241219997,21.727
25.5243849754,21.811
25.5246460438,21.838
25.7353670597,21.894
25.7356381416,21.949
25.7359011173,21.977
25.9467830658,22.143
25.9470570087,22.254
25.947327137,22.199
25.9475870132,22.226
26.1675150394,22.42
26.1678450108,22.531
26.1681661606,22.42
26.377259016,22.365
26.377530098,22.448
26.3777930737,22.642
26.3780550957,22.836
26.5903410912,22.891
26.5906131268,22.891
26.5908761024,22.919
26.8019301891,22.947
26.8022751808,22.975
26.8026530743,23.085
26.8029789925,23.141
27.0099141598,23.279
27.0101850033,23.307
27.010447979,23.363
27.2219150066,23.335
27.2222611904,23.39
27.2225840092,23.39
27.4381980896,23.39
27.4385650158,23.39
27.4390921593,23.446
27.4396409988,23.557
27.6931450367,23.695
27.6934161186,23.806
27.6936781406,23.861
27.693939209,23.917
27.9072790146,23.945
27.9077980518,24.028
27.9083940983,24.083
28.1204721928,24.166
28.1207580566,24.194
28.1210291386,24.36
28.1212902069,24.443
28.3332061768,24.582
28.3334760666,24.693
28.3337390423,24.776
28.5457839966,24.804
28.5460560322,24.776
28.5463190079,24.831
28.5465800762,24.915
28.7615890503,25.025
28.7618601322,25.109
28.7621221542,25.275
28.9821970463,25.358
28.9824681282,25.358
28.9827311039,25.358
28.9829921722,25.413
29.1996591091,25.497
29.1999311447,25.524
29.2001950741,25.497
29.4201700687,25.524
29.4204411507,25.607
29.4207031727,25.746
29.4209640026,25.94
29.6394062042,26.023
29.6397202015,26.079
29.6400260925,26.106
29.8569970131,26.189
29.857268095,26.3
29.857530117,26.356
29.8577911854,26.383
30.0764870644,26.273
30.0767591,26.245
30.0770230293,26.3
30.2970302105,26.383
30.2974050045,26.522
30.2977321148,26.744
30.2981250286,26.799
30.5125451088,26.827
30.5129010677,26.855
30.5134460926,26.799
30.7308499813,26.882
30.7313101292,27.049
30.731782198,27.187
30.7321510315,27.132
30.9482870102,27.132
30.9485611916,27.187
30.9490261078,27.381
31.1650621891,27.575
31.1653501987,27.63
31.1656150818,27.686
31.1661260128,27.686
31.3855650425,27.714
31.3858361244,27.824
31.3860991001,27.908
31.3863611221,27.88
31.6030471325,27.908
31.6033191681,27.824
31.6035821438,27.852
31.8166351318,27.908
31.8169591427,27.991
31.8174710274,28.129
31.8189589977,28.268
32.0313661098,28.351
32.0316400528,28.379
32.0319051743,28.379
32.2504110336,28.434
32.2506830692,28.545
32.2509469986,28.628
32.2512090206,28.573
32.4682831764,28.573
32.4685599804,28.573
32.4688241482,28.545
32.6851379871,28.684
32.6854100227,28.767
32.6856811047,28.961
32.6859431267,29.099
32.9084391594,29.238
32.908711195,29.293
32.9089751244,29.376
33.1550710201,29.487
33.1555550098,29.487
33.1561880112,29.404
33.1567800045,29.404
33.3802251816,29.487
33.3804981709,29.681
33.3807621002,29.82
33.3810231686,29.931
33.6258211136,30.014
33.6262750626,30.125
33.6266121864,30.152
33.6269571781,30.236
33.8450160027,30.346
33.8452870846,30.346
33.8455491066,30.346
34.0697550774,30.319
34.0700290203,30.374
34.0702931881,30.43
34.0705552101,30.568
34.2979371548,30.679
34.2982091904,30.734
34.2984721661,30.818
34.2987341881,30.873
34.5205521584,30.956
34.5208230019,31.039
34.5210881233,31.122
34.7415771484,31.039
34.7418510914,31.067
34.7421150208,31.122
34.7423770428,31.316
34.9626970291,31.455
34.9630551338,31.566
34.9633910656,31.649
35.1821630001,31.788
35.182434082,31.815
35.1826980114,31.926
35.1829590797,32.037
35.4038732052,32.037
35.4041450024,32.009
35.4044079781,32.037
35.6232511997,32.12
35.6235220432,32.259
35.623786211,32.425
35.6240460873,32.48
35.8437721729,32.536
35.8440461159,32.536
35.8443109989,32.591
35.8445739746,32.619
36.0660061836,32.758
36.0663511753,32.702
36.0666902065,32.674
36.2868721485,32.647
36.2871470451,32.674
36.2874100208,32.73
36.2876729965,32.813
36.5090060234,32.924
36.5092790127,33.035
36.5095419884,33.09
36.7322731018,33.146
36.7325451374,33.201
36.7328071594,33.256
36.7331030369,33.312
36.9538149834,33.367
36.9541881084,33.45
36.9545311928,33.395
37.2157120705,33.34
37.2159860134,33.478
37.2162520885,33.534
37.2165141106,33.617
37.2167761326,33.7
37.4378640652,33.783
37.4382271767,33.811
37.4385550022,33.894
37.6644420624,33.949
37.6648950577,34.005
37.6653430462,34.115
37.665790081,34.143
37.9274461269,34.115
37.9277181625,34.115
37.9279820919,34.088
37.9282450676,34.143
38.1421620846,34.309
38.1424350739,34.365
38.1426990032,34.476
38.1429619789,34.614
38.3601150513,34.753
38.3603889942,34.808
38.360653162,34.864
38.5816791058,34.919
38.581952095,34.919
38.5822160244,34.947
38.5824770927,34.891
38.8078300953,34.947
38.8081901073,35.085
38.808521986,35.141
39.0284860134,35.252
39.028758049,35.39
39.029020071,35.446
39.0292811394,35.501
39.2551240921,35.557
39.2553970814,35.584
39.2556622028,35.64
39.2559251785,35.612
39.477189064,35.557
39.4775850773,35.695
39.4780302048,35.806
39.6991810799,35.861
39.6994540691,36.0
39.6997170448,36.055
39.6999790668,36.111
39.9210910797,36.222
39.9213631153,36.277
39.9216270447,36.333
40.1442949772,36.36
40.1446301937,36.333
40.1450309753,36.305
40.1454951763,36.388
40.364855051,36.499
40.3651311398,36.61
40.3653950691,36.748
40.3656580448,36.721
40.5869481564,36.804
40.587220192,36.97
40.5874841213,37.081
40.811560154,37.109
40.8118519783,37.081
40.8121151924,37.053
40.812376976,37.109
41.0327711105,37.247
41.0332071781,37.33
41.0335600376,37.413
41.2566251755,37.524
41.256896019,37.552
41.2571611404,37.607
41.2574231625,37.801
41.4771571159,37.801
41.4774301052,37.774
41.4776949883,37.746
41.4779570103,37.691
41.6964161396,37.718
41.6966891289,37.857
41.696955204,37.94
41.9142501354,38.051
41.9145240784,38.134
41.9147880077,38.106
41.9150490761,38.134
42.1340091228,38.328
42.1344330311,38.439
42.134868145,38.411
42.3524429798,38.383
42.3528320789,38.356
42.3531651497,38.439
42.3535180092,38.522
42.5715370178,38.661
42.5719220638,38.771
42.572261095,38.855
42.7910430431,38.91
42.7913160324,38.965
42.7915802002,39.021
42.7918419838,39.076
43.0084459782,39.104
43.0087201595,39.104
43.0089840889,39.215
43.2285261154,39.298
43.2287971973,39.381
43.2290611267,39.381
43.2293231487,39.52
43.4484450817,39.575
43.448718071,39.575
43.4489831924,39.575
43.6669170856,39.603
43.6671891212,39.603
43.6674520969,39.603
43.667714119,39.686
43.8922860622,39.741
43.8926441669,39.935
43.8930850029,39.963
43.8934509754,40.129
44.1119711399,40.24
44.1124210358,40.212
44.1128070354,40.296
44.3345661163,40.351
44.3348391056,40.323
44.335103035,40.406
44.3353672028,40.545
44.5581431389,40.656
44.5585381985,40.656
44.559005022,40.767
44.7813591957,40.739
44.7816309929,40.767
44.7818951607,40.933
44.7821571827,41.044
45.0066890717,41.044
45.0070021152,41.155
45.0072669983,41.21
45.0075290203,41.293
45.2338161469,41.404
45.2340891361,41.404
45.2343530655,41.46
45.4577660561,41.598
45.4580390453,41.57
45.4583041668,41.626
45.4585671425,41.848
45.6818740368,41.848
45.6821479797,41.848
45.6824131012,41.82
45.905134201,41.848
45.905408144,41.903
45.9056720734,42.042
45.9059340954,42.069
46.1270310879,42.097
46.1273031235,42.097
46.1275670528,42.042
46.1278290749,42.125
46.3515861034,42.236
46.3518590927,42.291
46.3521230221,42.374
46.5785841942,42.43
46.5788581371,42.402
46.5791220665,42.402
46.5793840885,42.485
46.8023021221,42.54
46.8026640415,42.596
46.8029980659,42.651
46.8033390045,42.734
47.0190551281,42.762
47.0194411278,42.762
47.0198550224,42.734
47.2377049923,42.79
47.2379779816,42.901
47.2382421494,42.928
47.2385041714,42.984
47.4555351734,43.039
47.4558091164,43.067
47.4560730457,43.122
47.6726009846,43.178
47.6728889942,43.206
47.6731581688,43.233
47.6734240055,43.316
47.9036669731,43.344
47.9041631222,43.372
47.9046909809,43.4
48.1502871513,43.455
48.1505591869,43.483
48.1508221626,43.51
48.1510829926,43.566
48.3735032082,43.594
48.373871088,43.649
48.3742041588,43.677
48.3745319843,43.76
48.5892970562,43.76
48.5896451473,43.843
48.5899581909,43.926
48.8110640049,43.871
48.8113360405,43.926
48.8115990162,44.065
48.8118610382,44.009
49.0331690311,44.065
49.0334420204,44.176
49.0337061882,44.176
49.0339691639,44.203
49.2558209896,44.286
49.2560930252,44.259
49.2563560009,44.314
49.4767870903,44.425
49.4770591259,44.453
49.4773221016,44.425
49.4776451588,44.536
49.6989850998,44.536
49.6992580891,44.591
49.6995232105,44.674
49.9227080345,44.674
49.9229831696,44.674
49.9232480526,44.73
49.9235110283,44.702
50.1466109753,44.758
50.1469781399,44.813
50.1474871635,44.758
50.1478800774,44.785
50.3696050644,44.841
50.3698780537,44.813
50.3701431751,44.868
50.5944571495,44.924
50.5948650837,44.952
50.5953941345,44.979
50.5957760811,44.979
50.8187270164,44.952
50.8190000057,45.062
50.8192641735,45.062
51.0403311253,45.09
51.0406041145,45.146
51.0408689976,45.146
51.0411310196,45.173
51.2659711838,45.229
51.2663991451,45.173
51.2667510509,45.229
51.2671000957,45.312
51.4834041595,45.312
51.4836761951,45.34
51.4839401245,45.45
51.7053120136,45.34
51.7055850029,45.367
51.7058479786,45.423
51.7061100006,45.478
51.9688181877,45.45
51.9691870213,45.45
51.9695281982,45.367
51.9698710442,45.423
52.1860721111,45.589
52.1865000725,45.478
52.1868782043,45.506
52.4035351276,45.506
52.4038081169,45.506
52.4040710926,45.617
52.624199152,45.534
52.6244730949,45.561
52.6247360706,45.644
52.6249980927,45.589
52.8388490677,45.617
52.8391211033,45.644
52.8393859863,45.617
53.1008820534,45.783
53.1013569832,45.644
53.101760149,45.644
53.1020300388,45.783
53.3392369747,45.755
53.3395111561,45.838
53.3397741318,45.811
53.3400371075,45.755
53.5561051369,45.838
53.5564820766,45.783
53.556843996,45.783
53.7739470005,45.894
53.7742211819,45.866
53.7744851112,45.922
53.7747471333,45.949
53.9956731796,45.894
53.9959461689,45.949
53.9962110519,45.866
54.2263000011,44.702
54.2265741825,44.674
54.2268381119,44.674
54.2270991802,44.674
54.4484250546,44.73
54.4486961365,44.758
54.4489610195,44.73
54.6700391769,44.758
54.6703131199,44.674
54.6705770493,44.674
54.6708409786,44.674
54.8862040043,44.647
54.8864791393,44.647
54.8867430687,44.564
55.1049630642,44.48
55.1052360535,44.536
55.1054980755,44.453
55.1057591438,44.37
55.3243160248,44.314
55.3245880604,43.233
55.3248510361,43.122
55.5435590744,43.095
55.5439341068,42.984
55.5444660187,42.873
55.5456211567,42.263
55.7624731064,42.125
55.7628390789,41.931
55.7631750107,41.737
55.9843211174,41.57
55.9845941067,41.515
55.9848570824,41.376
55.9878261089,41.349
56.2070810795,41.21
56.2073540688,41.127
56.2076170444,41.016
56.4382190704,40.961
56.4384951591,40.85
56.4387609959,40.767
56.43902421,40.628
56.6556839943,40.628
56.6559560299,40.434
56.6562201977,40.102
56.870609045,39.88
56.8708820343,34.697
56.8711462021,34.503
57.0869581699,34.753
57.0872311592,34.614
57.0874950886,34.587
57.0877561569,34.476
57.3044362068,34.503
57.3047091961,34.448
57.3049709797,34.393
57.5211751461,34.448
57.5214490891,34.337
57.5217142105,34.309
57.5219771862,34.254
57.7325940132,34.254
57.7328670025,34.226
57.7332410812,33.561
57.943570137,33.34
57.9438421726,31.76
57.944106102,31.649
58.1810359955,31.455
58.1814160347,31.4
58.1817760468,31.4
58.1820411682,31.344
58.4141499996,31.289
58.4144220352,31.206
58.4146850109,31.122
58.4149470329,31.122
58.6284379959,31.012
58.628713131,30.956
58.6289761066,30.845
58.8444130421,30.734
58.8446860313,30.651
58.8449511528,30.457
58.8452141285,30.457
59.0589380264,30.263
59.0592110157,30.152
59.0594739914,30.069
59.2761321068,30.042
59.2765200138,30.014
59.2768499851,29.875
59.2771542072,29.82
59.4912440777,29.654
59.4915981293,29.543
59.4919300079,29.487
59.7051780224,29.321
59.7054522038,29.238
59.7057161331,28.905
59.9267010689,23.446
59.9270601273,20.536
59.9274001122,20.785
59.9276909828,20.813
60.1450231075,20.841
60.1452960968,20.896
60.1455600262,20.952
60.3660821915,20.952
60.3663570881,20.952
60.3666231632,20.924
60.3668880463,20.868
60.5877981186,20.868
60.5880811214,20.73
60.5883541107,20.591
60.8106172085,20.564
60.8110032082,20.397
60.811563015,20.37
60.8119590282,20.342
61.0300860405,20.259
61.0307121277,20.203
61.0312960148,20.203
61.2701640129,20.065
61.2704679966,19.732
61.2707800865,19.704
61.2710671425,19.621
61.4838621616,19.621
61.4842879772,19.316
61.4848120213,19.206
61.4885230064,19.067
61.6986451149,18.956
61.6989841461,18.845
61.6992990971,18.79
61.9111320972,18.707
61.9114060402,18.624
